12.5524 16.0616
12.1808 15.3424
11.4139 14.776
9.91734 14.3533
9.62524 14.0232
9.38817 13.2604
9.2525 12.8696
8.60438 12.715
8.55323 12.5856
8.16955 12.3469
8.08483 12.2641
7.61372 12.1503
7.61372 11.9315
7.42486 12.0389
7.41777 11.7197
7.39873 11.7041
7.39873 11.8964
7.39873 11.6584
7.39873 11.628
7.49414 11.6583
7.41777 11.7491
7.33167 11.8702
7.32984 11.6279
7.29843 11.5338
7.28024 11.5042
7.27939 11.6252
7.14497 11.5274
7.14497 11.5195
7.14497 11.5492
6.9443 11.414
6.73208 11.4563
6.73208 11.2742
6.72691 11.2038
6.72691 11.3207
6.72691 11.1813
6.72691 11.216
6.59874 11.1496
6.59874 11.0144
6.59874 10.9577
6.59874 11.0315
6.59874 11.1656
6.56321 11.0378
6.56321 11.0191
6.56321 10.9651
6.52402 11.0288
6.44063 11.102
6.39798 10.9165
6.38205 10.9677
6.30614 10.9285
6.30614 10.8011
6.30614 10.6737
6.30614 10.5585
6.30614 10.6967
6.25321 10.7607
6.28405 10.7749
6.26432 10.8238
6.28405 10.8773
6.28405 10.7545
6.28405 10.9593
6.28405 11.0967
6.25321 10.7011
6.25321 10.6994
6.12598 10.9136
6.23277 11.0494
5.96349 10.8757
5.96349 10.7514
6.05436 10.8113
6.05436 10.6298
5.96349 10.6264
5.57105 10.7705
5.48018 10.3698
5.48018 10.5428
5.48018 10.6719
5.44026 10.2757
5.44026 10.0966
5.42434 10.2172
5.42434 10.3461
5.42434 10.3036
5.46266 10.2449
5.48811 10.4916
5.42434 10.4167
5.46266 10.338
5.44026 10.4143
5.44026 10.253
5.4291 10.1594
5.4291 10.2322
5.42434 10.3486
5.42434 10.1081
5.42434 10.1879
5.42434 10.3677
5.42434 10.3995
5.42434 10.211
5.44026 10.2424
5.44026 10.2951
5.91678 10.4123
5.48346 10.4947
5.48346 10.5007
5.46445 10.2148
5.46445 10.3311
5.46445 10.3384
5.48346 10.3176
5.43067 10.4396
5.41474 10.3404
5.43067 10.325
5.58859 10.3507
5.43067 10.7074
5.43067 10.4034
5.44026 10.3709
5.44026 10.4057
5.42434 10.6349
5.42434 10.2813
5.43544 10.4619
5.41951 10.4017
