
0.130849 , -0.508569 , 0.360582 , 1.47188 , -0.413002 , 0.0759562 , 0.612964 , 1.35796 , 0.448049 , 1.07506 , -0.417867 , 0.49918 , 
0.830329 , 2.83056 , 0.518017 , 1.24853 , -12.6435 , 0.434407 , 0.932447 , -3.16908 , 0.527825 , 0.843025 , -0.0225758 , 0.517283 , 
1.29466 , 2.67202 , 0.898478 , 1.07352 , -0.296159 , 0.518054 , 0.553477 , -2.56875 , 0.45382 , 1.09521 , 0.11062 , 0.484747 , 
0.100063 , -0.15626 , 0.190772 , 0.596961 , -6.45802 , 0.140404 , 1.2016 , 0.850761 , 0.653315 , 0.905104 , 0.393879 , 0.533589 , 
0.721625 , 0.893995 , 0.787779 , 0.365583 , -1.38226 , 0.23835 , 0.803031 , -0.714924 , 0.427544 , 1.00742 , 1.62495 , 0.573002 , 
1.09647 , 0.652129 , 0.350419 , 2.20759 , 2.48258 , 0.257263 , 1.53439 , 4.57029 , 0.39986 , 1.03169 , -0.609582 , 0.479238 , 
0.987852 , 0.221696 , 0.100224 , 1.28548 , -0.679578 , 0.232108 , 1.42524 , 7.22247 , 0.59458 , 0.923738 , 1.97046 , 0.493113 , 
0.691208 , -2.58377 , 0.133762 , 0.17714 , 4.15087 , 0.455062 , 1.34606 , -0.104682 , 0.510185 , 1.09911 , -0.0866865 , 0.482366 , 
0.519447 , -2.37652 , 0.972531 , 0.357385 , -1.52691 , 0.295658 , 1.08338 , 30.5839 , 0.422125 , 1.13132 , 0.732095 , 0.44222 , 
1.50955 , -0.302661 , 0.537707 , 0.0458191 , 11.6308 , 0.710392 , 1.14963 , 1.09255 , 0.510436 , 0.721903 , 2.26238 , 0.538338 , 
3.33657 , 3.35567 , 0.145181 , 1.41819 , -0.252516 , 0.239562 , 1.43273 , 8.33082 , 0.352538 , 1.18466 , -1.58566 , 0.512625 , 
0.309188 , 5.72764 , 0.56175 , 1.53935 , -0.647207 , 0.528287 , 0.618666 , -0.374878 , 0.389806 , 0.993681 , 1.58107 , 0.491722 , 
1.22895 , -6.31683 , 0.585228 , 0.231935 , -1.33623 , 0.891101 , 1.3338 , -0.170328 , 0.554606 , 1.10661 , 1.98949 , 0.48632 , 
0.176668 , 1.56962 , 0.5933 , 0.255332 , 0.224189 , 0.605664 , 1.25814 , 0.932257 , 0.453209 , 0.998858 , 0.737115 , 0.529291 , 
0.29856 , -0.779425 , 0.640819 , 0.432676 , 0.674319 , 0.388033 , 0.629491 , 1.13862 , 0.46659 , 0.876192 , 1.1959 , 0.49276 , 
1.95644 , -4.25123 , 0.484076 , 1.05874 , -0.880031 , 0.12362 , 1.28809 , 1.5725 , 0.533365 , 1.1196 , 0.226221 , 0.496455 , 
0.952114 , -1.95993 , 0.891478 , 0.934379 , -1.24887 , 0.152226 , 1.22114 , 0.659976 , 0.619706 , 1.07999 , -1.70771 , 0.45757 , 
0.0272426 , 1.48908 , 0.998877 , 0.460338 , -5.22961 , 0.53358 , 1.30028 , 3.97692 , 0.528023 , 1.12701 , 1.09589 , 0.50877 , 
0.793337 , 3.69458 , 0.720627 , 0.385451 , 1.07873 , 0.555581 , 1.57857 , 1.12116 , 0.39713 , 1.00261 , -0.520819 , 0.506519 , 
0.0899321 , 2.1141 , 0.261566 , 3.22058 , 0.397668 , 0.79464 , 1.49164 , 0.0447153 , 0.602577 , 0.793737 , 12.5726 , 0.514365 , 
1.73492 , -1.0901 , 0.0342448 , 1.0786 , -5.99102 , 0.678788 , 0.816281 , 0.338272 , 0.422964 , 0.844163 , -0.361949 , 0.490879 , 
0.225054 , -0.318222 , 0.405645 , 0.315754 , -0.512268 , 0.272759 , 1.11009 , 0.603176 , 0.532662 , 1.09986 , 0.857098 , 0.452375 , 
1.05287 , -0.0378554 , 0.623444 , 0.898008 , 1.4773 , 0.43091 , 0.89865 , 2.54409 , 0.546239 , 0.995649 , -1.80607 , 0.476951 , 
0.00707279 , 0.520251 , 0.0612078 , 1.25325 , -10.9145 , 0.860199 , 0.800791 , -0.0228152 , 0.557982 , 1.13522 , -0.841828 , 0.526662 , 
1.99451 , 0.704881 , 0.99585 , 0.459038 , -14.2629 , 0.546767 , 0.762326 , 0.0065422 , 0.483243 , 0.975873 , -0.268642 , 0.514312 , 
0.344124 , -1.30641 , 0.609649 , 1.14367 , -0.872557 , 0.436964 , 0.962745 , 0.947158 , 0.517363 , 1.07221 , 0.915363 , 0.503335 , 
0.528512 , 3.19864 , 0.784734 , 0.410957 , 0.96384 , 0.69955 , 0.696807 , 9.07039 , 0.54071 , 1.02545 , -1.05826 , 0.474003 , 
0.212669 , 1.20264 , 0.820731 , 0.414939 , 1.21136 , 0.383489 , 1.35531 , 0.0140049 , 0.513205 , 1.00365 , 9.74099 , 0.504809 , 
1.77636 , -2.43494 , 0.0618896 , 2.2796 , -0.0225628 , 0.435338 , 1.00114 , 2.25098 , 0.433844 , 1.05566 , 0.856696 , 0.509633 , 
1.63273 , 0.579447 , 0.107011 , 0.225357 , -1.07605 , 0.461604 , 1.24038 , 0.384177 , 0.525961 , 0.823027 , 1.03012 , 0.552334 , 
0.794716 , 0.390287 , 0.886482 , 2.75578 , 2.00771 , 0.818983 , 0.581443 , -0.756666 , 0.44537 , 0.987178 , 1.25935 , 0.501093 , 
0.679468 , -5.03941 , 0.804556 , 0.291433 , 0.715745 , 0.692434 , 1.1219 , 0.226352 , 0.718394 , 0.999248 , -1.89803 , 0.523179 , 
0.566175 , 221.735 , 0.0934197 , 0.894874 , -0.0745109 , 0.229704 , 1.95047 , 0.419314 , 0.490875 , 1.02299 , -3.08512 , 0.48225 , 
1.0313 , 0.384861 , 0.472837 , 1.59185 , 0.431841 , 0.746477 , 0.579256 , 0.356948 , 0.524938 , 0.956601 , 2.90886 , 0.50784 , 
1.10784 , 0.363562 , 0.861763 , 0.52391 , -4.12994 , 0.499309 , 1.02311 , -0.554521 , 0.545244 , 1.28385 , -0.31749 , 0.49078 , 
0.143234 , -3.9706 , 0.0318019 , 0.383663 , 2.40878 , 0.881212 , 1.19028 , 0.17015 , 0.540851 , 1.11004 , 0.595757 , 0.496894 , 
1.17996 , 0.94752 , 0.696581 , 0.870771 , -1.10878 , 0.073769 , 0.828426 , 0.580156 , 0.466077 , 1.02572 , -12.0919 , 0.489944 , 
1.04131 , 0.406017 , 0.304761 , 0.819991 , -0.917129 , 0.361385 , 0.972547 , 0.390603 , 0.473953 , 0.978102 , 3.0107 , 0.456304 , 
0.961523 , 0.44389 , 0.569844 , 0.58492 , 0.010457 , 0.314614 , 0.777098 , 0.317527 , 0.681207 , 1.02926 , 0.401405 , 0.458892 , 
0.437489 , -0.669598 , 0.0444788 , 0.30731 , 0.0891958 , 0.510083 , 0.606815 , 0.512445 , 0.500762 , 0.971139 , -0.36498 , 0.514229 , 
1.12374 , -0.516648 , 0.0557479 , 2.14723 , 0.88577 , 0.342781 , 0.943601 , -0.220786 , 0.484934 , 0.890144 , -5.236 , 0.46975 , 
1.15454 , -0.706787 , 0.940985 , 3.87814 , -0.374172 , 0.686064 , 1.70797 , 25.8503 , 0.418777 , 1.01045 , -0.330429 , 0.491602 , 
0.972543 , 0.540221 , 0.859424 , 0.473805 , 1.87857 , 0.553802 , 1.47107 , -0.253247 , 0.344858 , 1.06161 , -3.80848 , 0.546502 , 
1.3002 , -30.8017 , 0.118492 , 0.724552 , 2.52317 , 0.37302 , 0.882126 , 0.177628 , 0.384749 , 0.874259 , -12.9582 , 0.512942 , 
0.256475 , 0.191669 , 0.519378 , 0.524035 , -0.897726 , 0.37709 , 0.553247 , -11.9645 , 0.42948 , 1.04152 , 2.4444 , 0.482367 , 
0.614482 , -0.288535 , 0.983872 , 1.05503 , 1.03595 , 0.695742 , 0.794973 , -0.250655 , 0.589933 , 0.849204 , -0.0282064 , 0.513111 , 
