0 0.490455 0 0.0812765 0 
1 0.494667 0.00297835 0.0833715 0.00148142 
2 0.487879 0.00588688 0.0859229 0.00230546 
3 0.498236 0.00999729 0.0846124 0.00206831 
4 0.498199 0.0079979 0.0843474 0.00167154 
5 0.499512 0.00677192 0.0846568 0.00142129 
6 0.497747 0.00603022 0.0843715 0.00124654 
7 0.498621 0.00533944 0.084565 0.00110563 
8 0.500269 0.00499405 0.0846356 0.000985037 
9 0.500594 0.00450518 0.0846082 0.000886915 
10 0.500971 0.00411142 0.0848318 0.000834003 
11 0.500156 0.00384879 0.0844308 0.000855522 
12 0.499305 0.00364555 0.0841887 0.000823243 
13 0.499834 0.00342324 0.0837458 0.000875492 
14 0.501475 0.00356703 0.0834644 0.000861181 
15 0.501349 0.00334633 0.0833807 0.000811418 
16 0.500398 0.00328173 0.0833895 0.000763735 
17 0.499407 0.0032458 0.0837126 0.000786716 
18 0.499265 0.00307803 0.083572 0.000757782 
19 0.498189 0.00310682 0.0834056 0.000737929 
20 0.499642 0.00328138 0.0834409 0.000703631 
21 0.499836 0.00313795 0.0834645 0.000672046 
22 0.500215 0.00302426 0.0835708 0.000651173 
23 0.499443 0.00299509 0.0834154 0.000642314 
24 0.499154 0.00288918 0.0834839 0.00062026 
25 0.499015 0.00278142 0.0833586 0.000608929 
26 0.499619 0.00274322 0.0835553 0.000617343 
27 0.499902 0.00265984 0.0833729 0.000621678 
28 0.500373 0.00260942 0.0833014 0.000604338 
29 0.499908 0.00256343 0.0833379 0.000585299 
30 0.500179 0.00249501 0.083178 0.000587872 
31 0.499645 0.00247365 0.0831654 0.000569635 
32 0.499039 0.00247183 0.0829665 0.000586076 
33 0.499712 0.00248923 0.0831091 0.00058593 
34 0.499336 0.00244641 0.0829544 0.000589268 
35 0.500071 0.0024866 0.0830137 0.000575878 
36 0.499193 0.00257003 0.0829802 0.000561288 
37 0.499854 0.0025862 0.0829603 0.000546871 
38 0.499567 0.0025358 0.0829609 0.000532849 
39 0.499919 0.00249673 0.0830363 0.000524833 
40 0.500647 0.00253959 0.0830127 0.00051256 
41 0.500524 0.00248206 0.0830149 0.000500361 
42 0.500827 0.00244268 0.083217 0.000527943 
43 0.501277 0.00242838 0.0832236 0.000515986 
44 0.501446 0.00238025 0.0832781 0.000507385 
45 0.501773 0.00235081 0.0831763 0.000506458 
46 0.501499 0.00231664 0.0832349 0.000499055 
47 0.501417 0.00226982 0.0831582 0.000494518 
48 0.501206 0.00223332 0.0831307 0.000485186 
49 0.500801 0.00222502 0.0831789 0.00047787 
50 0.500575 0.00219284 0.0831702 0.000468579 
51 0.500871 0.00217056 0.0831179 0.000462483 
52 0.501063 0.00213803 0.0831612 0.000455781 
53 0.501051 0.00209847 0.083137 0.000447981 
54 0.500991 0.00206117 0.0832349 0.000450408 
55 0.501028 0.0020247 0.0832471 0.000442529 
56 0.500971 0.00198998 0.0832403 0.000434818 
57 0.500836 0.00196028 0.0832693 0.000428287 
58 0.500645 0.00193627 0.0832705 0.000421029 
59 0.500645 0.001904 0.0833764 0.000427121 
60 0.500939 0.00189536 0.0834194 0.000422282 
61 0.501228 0.00188662 0.0834241 0.000415497 
62 0.501339 0.00185995 0.0833846 0.000410769 
63 0.501862 0.00190303 0.0833005 0.000412868 
64 0.501828 0.00187407 0.0832731 0.000407427 
65 0.501774 0.00184645 0.0832487 0.000401984 
66 0.501726 0.00181951 0.083277 0.000396979 
67 0.501526 0.00180375 0.0833459 0.000397073 
68 0.501491 0.00177794 0.0833474 0.000391321 
69 0.501612 0.00175664 0.0833582 0.000385881 
70 0.501357 0.00175023 0.083461 0.000393896 
71 0.501598 0.00174242 0.083395 0.000393915 
72 0.501629 0.00171883 0.0834279 0.000389887 
73 0.501637 0.00169562 0.0834332 0.000384655 
74 0.501697 0.0016741 0.0834447 0.000379698 
75 0.501862 0.00166017 0.0833781 0.000380495 
76 0.501859 0.00163861 0.0833452 0.000376969 
77 0.502051 0.00162876 0.0833346 0.000372286 
78 0.50239 0.00164319 0.0832995 0.000369225 
79 0.502322 0.00162405 0.0833264 0.000365584 
80 0.502442 0.00160838 0.083276 0.000364525 
81 0.502292 0.00159568 0.0832414 0.000361713 
82 0.502586 0.00160323 0.0832739 0.000358806 
83 0.502575 0.00158418 0.0832503 0.000355307 
84 0.502558 0.00156564 0.083284 0.00035272 
85 0.502371 0.0015586 0.0833252 0.000351015 
86 0.502548 0.00155072 0.0832959 0.000348199 
87 0.502514 0.00153346 0.0832841 0.000344442 
88 0.502426 0.00151877 0.0833524 0.000347266 
89 0.502486 0.0015031 0.0833154 0.000345372 
90 0.502556 0.00148817 0.0833227 0.000341654 
91 0.502622 0.00147348 0.0833413 0.000338444 
92 0.502527 0.00146071 0.0833446 0.000334822 
93 0.502457 0.00144686 0.083351 0.00033132 
94 0.50225 0.00144632 0.0833679 0.000328265 
95 0.502336 0.00143378 0.0833707 0.000324858 
96 0.502527 0.00143165 0.0834106 0.000323952 
97 0.502684 0.00142563 0.0834658 0.000325315 
98 0.502706 0.00141141 0.083481 0.000322381 
99 0.502638 0.00139895 0.0834547 0.000320227 
