0 0.490838 0 0.0794785 0 82.12 0 
1 0.499497 0.00612287 0.0797889 0.000219468 95.68 9.58837 
2 0.49901 0.00410127 0.0795878 0.00021993 96.26 6.40976 
3 0.498632 0.00309336 0.0787331 0.000758305 92.83 5.65102 
4 0.495005 0.00407969 0.0792218 0.000747714 91.54 4.66573 
5 0.488594 0.00676868 0.0797452 0.000785188 92.1567 3.92865 
6 0.490308 0.00601494 0.0795182 0.000705063 91.9 3.37579 
7 0.489271 0.00535178 0.0797875 0.000666377 93.535 3.32627 
8 0.492292 0.00554483 0.0804849 0.000884963 94.8956 3.22295 
9 0.492071 0.00499474 0.0811912 0.00104082 95.112 2.90792 
10 0.491561 0.00456663 0.0814909 0.000988416 94.8727 2.65339 
11 0.492838 0.00436073 0.0817615 0.00094237 94.9983 2.43524 
12 0.494884 0.00447973 0.0820683 0.000918466 95.0462 2.24839 
13 0.4955 0.00420186 0.0819194 0.000864847 94.9486 2.0899 
14 0.494264 0.00409926 0.082282 0.000879918 95.4453 2.00875 
15 0.49377 0.00387281 0.0824558 0.000841901 94.2988 2.18608 
16 0.492664 0.00379962 0.0824997 0.000793524 95.3824 2.31049 
17 0.492456 0.0035942 0.0824819 0.000749638 95.7389 2.20947 
18 0.493296 0.00350193 0.0825927 0.000718322 96.0095 2.10968 
19 0.494671 0.00358645 0.0826503 0.000684711 96.162 2.00971 
20 0.495137 0.00344575 0.0827827 0.000664786 95.5676 1.99997 
21 0.494836 0.00330221 0.082805 0.000634942 94.4309 2.2086 
22 0.495104 0.00316953 0.0828933 0.00061344 95.5957 2.40012 
23 0.495265 0.00304151 0.0831008 0.000621986 95.41 2.30729 
24 0.494824 0.00295167 0.0830721 0.000597769 96.1352 2.32617 
25 0.494726 0.00283977 0.0829284 0.000591782 96.2438 2.23924 
26 0.495269 0.00278601 0.0828238 0.000579044 96.8607 2.23967 
27 0.495152 0.00268896 0.083021 0.000590977 97.0657 2.16904 
28 0.495526 0.00262212 0.0831399 0.000582445 96.5786 2.14824 
29 0.495207 0.00255395 0.0832276 0.000569603 96.1427 2.12041 
30 0.495364 0.00247636 0.0833574 0.000565809 96.8987 2.18264 
31 0.495017 0.00242315 0.083164 0.000580225 96.835 2.11536 
32 0.495392 0.00237855 0.0832935 0.000576912 96.8309 2.05126 
33 0.495193 0.00231692 0.0832945 0.000559945 97.0547 2.0031 
34 0.496093 0.00241914 0.083164 0.000558964 97.2297 1.9535 
35 0.495981 0.00235453 0.0830991 0.000547181 97.8672 2.00056 
36 0.495879 0.00229307 0.0830875 0.000532516 97.68 1.95523 
37 0.495837 0.00223311 0.0831483 0.000521956 97.5047 1.91161 
38 0.495953 0.00217886 0.0831734 0.000509176 97.6405 1.86741 
39 0.495641 0.00214657 0.0830477 0.000511731 98.038 1.86255 
40 0.495583 0.002095 0.0830823 0.000500421 97.6639 1.85431 
41 0.495538 0.00204561 0.0831352 0.00049129 98.0624 1.85248 
42 0.495831 0.00201885 0.083095 0.000481503 98.7126 1.92011 
43 0.496025 0.0019823 0.083015 0.000477167 98.7105 1.87647 
44 0.495594 0.00198452 0.0830673 0.000469423 98.7591 1.83541 
45 0.495656 0.00194233 0.0829424 0.00047554 98.8004 1.79597 
46 0.495466 0.00191025 0.0829 0.000467311 98.826 1.75794 
47 0.495388 0.00187203 0.0828666 0.000458763 98.3971 1.77286 
48 0.495589 0.00184461 0.0828996 0.000450581 98.0478 1.77076 
49 0.495942 0.00184111 0.0829138 0.000441793 97.8336 1.74825 
50 0.496078 0.00181002 0.0829013 0.000433308 97.7541 1.71577 
51 0.496027 0.00177591 0.082909 0.000425043 98.1619 1.73056 
52 0.495726 0.00176777 0.0828421 0.000422246 98.5547 1.74192 
53 0.49575 0.00173519 0.0828334 0.000414517 98.5348 1.70977 
54 0.496023 0.00172508 0.0829015 0.000412539 98.1993 1.7113 
55 0.496016 0.00169429 0.08282 0.00041315 97.9761 1.69523 
56 0.495639 0.00170606 0.0828879 0.00041145 97.9881 1.66553 
57 0.495752 0.00168038 0.0828967 0.00040445 97.6676 1.66736 
58 0.495906 0.00165892 0.0830154 0.00041463 97.5763 1.6416 
59 0.495719 0.00164174 0.0830668 0.000410905 97.6023 1.61445 
60 0.495743 0.00161499 0.0831181 0.000407352 98.0207 1.64128 
61 0.495447 0.00161578 0.083153 0.000402278 97.9781 1.61536 
62 0.495732 0.00161504 0.0831682 0.000396178 97.8949 1.59186 
63 0.495911 0.0015997 0.0832488 0.000398104 97.8191 1.5688 
64 0.49569 0.00159019 0.0832861 0.000393723 97.5825 1.5624 
65 0.495699 0.00156612 0.0832064 0.000395747 97.2348 1.57692 
66 0.495826 0.00154793 0.0831853 0.000390401 97.5307 1.5809 
67 0.496072 0.0015446 0.0831516 0.000386109 97.4709 1.55879 
68 0.496405 0.00155771 0.0831447 0.000380576 97.5594 1.53871 
69 0.496481 0.00153731 0.0832367 0.000386118 97.5371 1.51689 
70 0.49689 0.00156897 0.083206 0.000381902 97.4752 1.49679 
71 0.496851 0.00154766 0.0831618 0.000379144 97.7636 1.50353 
72 0.496871 0.0015266 0.0831524 0.000374068 97.8085 1.4836 
73 0.49688 0.00150599 0.0831323 0.000369551 98.0235 1.47905 
74 0.49692 0.00148644 0.0830854 0.000367587 98.088 1.46074 
75 0.497157 0.00148562 0.0830681 0.00036316 97.9532 1.44773 
76 0.497411 0.00148786 0.0830877 0.000358976 98.1522 1.44254 
77 0.497555 0.00147575 0.083122 0.000356006 98.1367 1.42413 
78 0.497857 0.00148762 0.0831262 0.000351525 98.3987 1.43002 
79 0.497964 0.00147287 0.083172 0.0003501 98.3972 1.41214 
80 0.497796 0.00146422 0.0831689 0.000345791 98.521 1.40012 
81 0.497935 0.00145293 0.0831267 0.000344142 98.6495 1.38893 
82 0.497807 0.00144106 0.0831122 0.000340297 98.3713 1.39978 
83 0.497976 0.00143383 0.0830989 0.000336509 98.23 1.39023 
84 0.498097 0.00142203 0.0830836 0.000332896 98.1334 1.37723 
85 0.498189 0.00140847 0.0831266 0.000331789 98.1623 1.36151 
86 0.498101 0.00139504 0.0831223 0.000328003 98.2653 1.34975 
87 0.498141 0.00137978 0.0830824 0.000326698 98.2757 1.33445 
88 0.49818 0.00136482 0.0830909 0.000323138 98.6061 1.35974 
89 0.498174 0.00134966 0.0831377 0.000322921 98.5651 1.34525 
90 0.497929 0.00135688 0.0830908 0.000322769 98.7367 1.34137 
91 0.497949 0.00134228 0.0830807 0.000319417 98.5833 1.33554 
92 0.497853 0.00133132 0.0831129 0.000317597 98.4101 1.33235 
93 0.497998 0.00132511 0.0831042 0.000314336 98.2938 1.32324 
94 0.498053 0.00131227 0.0830155 0.000323304 98.3131 1.30945 
95 0.497929 0.00130442 0.0830209 0.000319981 98.2473 1.29746 
96 0.498151 0.00130978 0.0830762 0.000321418 98.347 1.28791 
97 0.498376 0.0013155 0.0830915 0.000318504 98.7449 1.33482 
98 0.498431 0.00130336 0.0831076 0.000315691 99.0087 1.34715 
99 0.498498 0.00129203 0.0831516 0.000315581 99.0844 1.3358 
